Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Judaai,1997,167,"Comedy, Drama, Romance",6.1,"2,249",Raj Kanwar,Anil Kapoor,Sridevi,Urmila Matondkar
Mr  Mrs Khiladi,1997,133,"Comedy, Drama, Romance",6.4,"6,022",David Dhawan,Akshay Kumar,Juhi Chawla,Paresh Rawal
Sanam,1997,152,"Action, Drama, Romance",4.8,87,Aziz Sejawal,Sanjay Dutt,Vivek Mushran,Manisha Koirala
Dil to Pagal Hai,1997,180,"Comedy, Drama, Musical",7,"21,182",Yash Chopra,Shah Rukh Khan,Madhuri Dixit,Karisma Kapoor
Salma Pe Dil Aa Gaya,1997,149,Drama,5.6,26,Saawan Kumar Tak,Ayub Khan,Saadhika,Milind Gunaji
Mrityudaata,1997,158,"Action, Drama, Musical",2.5,378,Mehul Kumar,Amitabh Bachchan,Dimple Kapadia,Karisma Kapoor
Aflatoon,1997,153,"Action, Comedy, Crime",4.5,"1,261",Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher
Dance of the Wind,1997,85,"Drama, Music",6.6,128,Rajan Khosa,Ami Arora,Roshan Bano,Kitu Gidwani
Khwaab,1997,120,Drama,4.6,7,Azhar Hussain,Manisha Koirala,Gulshan Grover,Anupam Kher
Koyla,1997,166,"Action, Drama, Musical",6.2,"8,445",Rakesh Roshan,Shah Rukh Khan,Madhuri Dixit,Amrish Puri
Yeshwant,1997,145,"Action, Crime, Drama",7.2,"1,063",Anil Mattoo,Nana Patekar,Madhoo,Atul Agnihotri
Aakhri Sanghursh,1997,138,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Lav Kush,1997,110,"Adventure, Drama, Fantasy",6,22,V. Madhusudan Rao,Jeetendra,Jaya Prada,Arun Govil
Lahoo Ke Do Rang,1997,172,"Action, Drama",4.5,611,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
Ziddi,1997,170,"Action, Drama",5.8,"1,551",Guddu Dhanoa,Sunny Deol,Raveena Tandon,Anupam Kher
Love Birds,1997,160,Romance,5.1,126,P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama
Aar Ya Paar,1997,180,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
Yes Boss,1997,163,"Comedy, Drama, Musical",6.8,"12,714",Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Aditya Pancholi
Aastha In the Prison of Spring,1997,132,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Krantikari,1997,140,"Action, Crime, Drama",6.3,47,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth
Aur Pyaar Ho Gaya,1997,147,"Comedy, Drama, Musical",4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor
Krishna Arjun,1997,130,Drama,6.6,23,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
Tere Mere Sapne,1996,146,"Action, Comedy, Drama",6.2,483,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill
Namak,1996,148,"Action, Drama, Family",4.1,51,Kawal Sharma,Sanjay Dutt,Farha Naaz,Sidhant Salaria
Bhairavi,1996,145,"Drama, Musical, Romance",5.3,35,Aruna Raje,Ashwini Bhave,Sridhar,Manohar Singh
Nirbhay,1996,135,"Action, Thriller",4.9,12,Vinod Dewan,Sadashiv Amrapurkar,Malvika Arora,Sharokh Bharucha
Angaara,1996,127,"Action, Crime",4.3,30,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje
Dushman Duniya Ka,1996,153,Drama,4,652,Mehmood,Tabrez Hashmi,Laila,Mehmood
Bal Bramhachari,1996,163,"Action, Drama",2.7,113,Prakash Mehra,Bindu Shukla,Puru Rajkumar,Karisma Kapoor
Ghatak Lethal,1996,158,"Action, Drama",7.4,"3,326",Rajkumar Santoshi,Sunny Deol,Meenakshi Sheshadri,Danny Denzongpa
Ninne Pelladatha,1996,146,"Romance, Comedy, Drama",7.5,659,Krishna Vamsi,Y.V.S. Chowdary,Nagarjuna Akkineni,Tabu
Kalloori Vaasal,1996,135,"Comedy, Romance",5.1,159,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt
Halo,1996,92,"Drama, Family",7.9,449,Santosh Sivan,Benaf Dadachandji,Rajkumar Santoshi,Sahil Choujar
Chaahat,1996,151,"Drama, Romance",5.5,"2,676",Mahesh Bhatt,Naseeruddin Shah,Shah Rukh Khan,Pooja Bhatt
Jeet,1996,180,"Action, Romance",5.7,"2,169",Raj Kanwar,Sunny Deol,Karisma Kapoor,Salman Khan
Saajan Chale Sasural,1996,134,"Comedy, Drama",6,"1,344",David Dhawan,Govinda,Karisma Kapoor,Tabu
Tu Chor Main Sipahi,1996,153,"Action, Comedy, Drama",5.2,"1,307",Guddu Dhanoa,Akshay Kumar,Saif Ali Khan,Tabu
Khamoshi The Musical,1996,160,"Drama, Musical, Romance",7.5,"3,110",Sanjay Leela Bhansali,Manisha Koirala,Nana Patekar,Salman Khan
Return of Jewel Thief,1996,159,"Crime, Thriller",4.6,110,Ashok Tyagi,Ashok Kumar,Dev Anand,Dharmendra
Rakshak,1996,164,"Action, Thriller",4.7,296,Ashok Honda,Sunil Shetty,Karisma Kapoor,Sonali Bendre
Fire,1996,104,"Drama, Romance",7.2,"5,773",Deepa Mehta,Shabana Azmi,Nandita Das,Karishma Jhalani
Jaan,1996,170,"Action, Drama, Romance",4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri
Rajkumar,1996,146,"Drama, Family, Fantasy",4.5,277,Pankaj Parashar,Naseeruddin Shah,Anil Kapoor,Madhuri Dixit
The Square Circle,1996,107,"Drama, Music, Romance",7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz
Raja Hindustani,1996,165,"Action, Comedy, Drama",6.2,"7,195",Dharmesh Darshan,Aamir Khan,Karisma Kapoor,Suresh Oberoi
Fareb,1996,147,"Action, Crime, Drama",4.7,128,Vikram Bhatt,Faraaz Khan,Suman Ranganath,Ashok Lath
Army,1996,153,"Action, Drama",4.3,"1,614",Raam Shetty,Sridevi,Shah Rukh Khan,Harish
Aatank,1996,113,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Apne Dam Par,1996,155,"Action, Drama",5.6,43,Arshad Khan,Mithun Chakraborty,Shilpa Shirodkar,Irfan Kamal
Ek Tha Raja,1996,150,"Action, Thriller",3.9,115,Dayal Nihalani,Aditya Pancholi,Sunil Shetty,Saif Ali Khan
Khiladiyon Ka Khiladi,1996,162,"Action, Crime, Drama",6,"5,748",Umesh Mehra,Akshay Kumar,Rekha,Raveena Tandon
Talaashi,1996,157,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla
PremGranth,1996,156,"Action, Drama, Musical",5.7,425,Rajiv Kapoor,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit
Maachis,1996,160,"Action, Crime, Drama",7.8,"2,079",Gulzar,Om Puri,Tabu,Chandrachur Singh
Ramudochhadu,1996,125,"Action, Comedy, Drama",6.1,77,Kodanda Rami Reddy A.,Krishna Ghattamaneni,Suhasini,Satyanarayana Kaikala
Tunnu Ki Tina,1996,120,"Comedy, Drama",5.9,16,Paresh Kamdar,Sunil Barve,Rohini Hattangadi,Rajeshwari Sachdev
Papi Gudia,1996,130,"Horror, Thriller",2.2,221,Lawrence D'Souza,Avinash Wadhawan,Karisma Kapoor,Tinnu Anand
Sardari Begum,1996,116,Drama,6.6,189,Shyam Benegal,Amrish Puri,Kirron Kher,Smriti Mishra
Sanshodhan,1996,165,Drama,7.3,67,Govind Nihalani,Manoj Bajpayee,Vanya Joshi,Kishore Kadam
Sapoot,1996,158,"Action, Crime, Drama",5.2,"1,041",Jagdish A. Sharma,Akshay Kumar,Sunil Shetty,Karisma Kapoor
Is Raat Ki Subah Nahin,1996,131,"Crime, Thriller",6.7,279,Sudhir Mishra,Murad Ali,Tara Deshpande,Kishore Kadam
Yeh Majhdhaar,1996,139,"Drama, Romance",4.9,"1,214",Esmayeel Shroff,Salman Khan,Manisha Koirala,Rahul Roy
Mafia,1996,128,Action,5,60,Aziz Sejawal,Ishrat Ali,Somy Ali,Bob Anthony
Agni Sakshi,1996,142,"Drama, Musical, Romance",6.1,684,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala
Daraar,1996,105,"Action, Drama, Romance",5.4,506,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Rishi Kapoor,Juhi Chawla
Indira,1996,143,Drama,7,218,Suhasini,Anuradha Hasan,Arvind Swamy,Nassar
Papa Kahte Hain,1996,143,Comedy,4.6,206,Mahesh Bhatt,Anupam Kher,Jugal Hansraj,Mayuri Kango
Jung,1996,146,"Action, Crime, Drama",4,233,Rama Rao Tatineni,Mithun Chakraborty,Ajay Devgn,Rambha
Aisi Bhi Kya Jaldi Hai,1996,132,"Comedy, Romance",6.6,68,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Vivek Mushran
Himmat,1996,138,"Action, Drama, Thriller",4.5,196,Sunil Sharma,Anand,Sunny Deol,Tabu
Himmatvar,1996,149,"Action, Drama",5.1,18,Talat Jani,Arun Bakshi,Gajendra Chauhan,Dharmendra
Loafer,1996,160,"Action, Comedy, Romance",5.1,510,David Dhawan,Anil Kapoor,Juhi Chawla,Kulbhushan Kharbanda
Jurmana,1996,134,Action,5.4,31,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave
Dastak,1996,141,"Drama, Romance",4.7,293,Mahesh Bhatt,Sushmita Sen,Mukul Dev,Sharad S. Kapoor
Sautela Bhai,1996,144,Drama,6,25,B.R. Ishara,Rajesh Khanna,Raj Babbar,Kumar Gaurav
Vishwasghaat,1996,128,Action,5.3,73,Himanshu Brahmbhatt,Sunil Shetty,Anjali Jathar,Anupam Kher
Sengottai,1996,150,Action,6.9,15,C.V. Sasikumar,Rajan Deo,Rajan P. Dev,Meena
Krishna,1996,156,"Action, Drama, Romance",4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Shastra,1996,144,"Action, Drama",4.6,83,Sanjay Khanna,Sunil Shetty,Anjali Jathar,Anupam Kher
Masoom,1996,130,"Action, Comedy, Thriller",5.8,95,Mahesh Kothare,Tinnu Anand,Sulabha Arya,Arun Bakshi
Mr Romeo,1996,162,"Action, Comedy, Romance",5.5,161,K.S. Ravi,Prabhu Deva,Shilpa Shetty Kundra,Madhoo
Mr Bechara,1996,140,Comedy,5.4,332,Bhagyaraj,Anil Kapoor,Sridevi,Nagarjuna Akkineni
Khoon Ki Pyasi,1996,117,Horror,2.7,21,K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan
Dil Tera Diwana,1996,139,"Drama, Mystery",5,185,Lawrence D'Souza,Saif Ali Khan,Twinkle Khanna,Shatrughan Sinha
Sahasa Veerudu Sagara Kanya,1996,139,"Action, Adventure, Fantasy",6,151,K. Raghavendra Rao,Venkatesh Daggubati,Shilpa Shetty Kundra,Malasri
Yash,1996,132,Musical,5.4,13,Sharad Sharan,Bijay Anand,Kartika Rane,Parikshit Sahni
Kadhal Desam,1996,158,"Comedy, Drama, Romance",6.8,458,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu
Diljale,1996,159,"Action, Drama, Romance",5.8,"1,559",Harry Baweja,Ajay Devgn,Sonali Bendre,Amrish Puri
Unicorn the Garden of the Fruits,1996,90,"Drama, Fantasy",4.2,19,Pablo C?ar,Yasef Calder?,Romina Barbar,Hukum Singh
Chhote Sarkar,1996,151,"Comedy, Romance, Thriller",4.7,239,Vimal Kumar,Govinda,Shilpa Shetty Kundra,Aruna Irani
Ajay,1996,146,"Action, Drama, Romance",3.7,187,Suneel Darshan,Sunny Deol,Karisma Kapoor,Reena Roy
Chhota Sa Ghar,1996,141,Drama,3.7,11,Kalpataru,Asrani,Neelima Azim,Beena Banerjee
Raasaiyya,1995,129,"Comedy, Drama",4.9,178,Kannan,R. Kannan,Prabhu Deva,Roja
Rock Dancer,1995,168,"Crime, Drama, Musical",4.2,45,V. Menon,Kamal Sadanah,Ritu Shivpuri,Ronit Roy
Street Fighter,1995,148,Action,5.2,16,Gopal B.,Ali,Brahmanandam,Devan
Barsaat,1995,166,"Action, Romance",5.4,"1,193",Rajkumar Santoshi,Bobby Deol,Twinkle Khanna,Raj Babbar
Dilwale Dulhania Le Jayenge,1995,181,"Drama, Romance",8.1,"65,134",Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri
Sauda,1995,132,Romance,3.8,24,Ramesh Modi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla
The Don,1995,135,"Crime, Drama",6,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj
Gambler,1995,169,"Action, Comedy, Crime",5,356,Dayal Nihalani,Govinda,Shilpa Shetty Kundra,Aditya Pancholi
Karan Arjun,1995,175,"Action, Drama, Fantasy",6.8,"13,394",Rakesh Roshan,Rakhee Gulzar,Salman Khan,Shah Rukh Khan
Raja,1995,168,"Action, Drama, Romance",5.3,751,Indra Kumar,Sanjay Kapoor,Madhuri Dixit,Mukesh Khanna
Sabse Bada Khiladi,1995,162,"Action, Crime, Thriller",6,"4,363",Umesh Mehra,Akshay Kumar,Mamta Kulkarni,Mohnish Bahl
Maanthrikam,1995,144,"Action, Comedy, Drama",6.3,224,Thampi Kannanthanam,Mohanlal,Jagadish,Priya Raman
Raghuveer,1995,151,"Action, Drama",4.3,86,K. Pappu,Sunil Shetty,Shilpa Shirodkar,Suresh Oberoi
Ravan Raaj A True Story,1995,153,"Action, Crime, Thriller",5.9,112,Rama Rao Tatineni,Ishrat Ali,Mithun Chakraborty,Jack Gaud
Surakshaa,1995,148,"Action, Romance, Thriller",4.1,188,Anand,Raju Mavani,Saif Ali Khan,Aditya Pancholi
Coolie No 1,1995,143,"Action, Comedy, Romance",6.6,"4,843",David Dhawan,Govinda,Karisma Kapoor,Harish
Mera Damad,1995,127,"Comedy, Drama",4.4,794,Partho Ghosh,Utpal Dutt,Ashok Kumar,Farooq Shaikh
Janam Kundli,1995,157,"Action, Drama",4,27,Tariq Shah,Jeetendra,Vinod Khanna,Reena Roy
Rangeela,1995,142,"Comedy, Drama, Musical",7.5,"9,370",Ram Gopal Varma,Urmila Matondkar,Aamir Khan,Jackie Shroff
Taaqat,1995,180,"Crime, Romance",4.8,90,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol
Dance Party,1995,124,"Family, Music, Romance",2.6,25,Deepak Balraj Vij,Raman Trikha,Raymon Singh,Aartii Naagpal
Jallaad,1995,144,"Action, Drama",5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo,Rambha
Takkar,1995,143,"Action, Crime, Drama",4.6,195,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre
Dushmani A Violent Love Story,1995,156,"Action, Drama, Romance",4.9,213,Sanjay Khanna,Karan Razdan,Bunty Soorma,Sunny Deol
Bewafa Sanam,1995,144,"Drama, Romance",5.1,104,Gulshan Kumar,Krishan Kumar,Shilpa Shirodkar,Sagar
Muthu,1995,132,"Action, Comedy, Drama",7.6,"2,773",K.S. Ravikumar,Rajinikanth,Meena,Sarath Babu
Taqdeerwala,1995,162,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
Jai Vikraanta,1995,195,Action,5,87,Sultan Ahmed,Sanjay Dutt,Zeba Bakhtiar,Amrish Puri
Target,1995,122,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
Tarpan The Absolution,1995,140,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
Naajayaz,1995,157,"Action, Drama",5.5,564,Mahesh Bhatt,Naseeruddin Shah,Ajay Devgn,Juhi Chawla
Ram Jaane God Knows,1995,122,"Action, Crime, Drama",5.4,"3,714",Rajiv Mehra,Shah Rukh Khan,Juhi Chawla,Vivek Mushran
Yaraana,1995,125,"Action, Drama, Musical",4.7,344,David Dhawan,Rishi Kapoor,Madhuri Dixit,Raj Babbar
Gaddaar,1995,152,"Action, Drama, Romance",4.6,96,Raam Shetty,Sunil Shetty,Harish,Sonali Bendre
Nazar Ke Samne,1995,96,"Action, Crime, Drama",4.7,483,Jagdish A. Sharma,Akshay Kumar,Farheen,Ekta Sohini
Haathkadi,1995,156,"Action, Comedy, Drama",4.2,131,Rama Rao Tatineni,Govinda,Shilpa Shetty Kundra,Madhoo
Abhay,1995,127,Fantasy,7,64,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Ahankaar,1995,145,Drama,5.9,53,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra
Kismat,1995,149,"Musical, Family, Drama",5.1,70,Harmesh Malhotra,Rakhee Gulzar,Govinda,Mamta Kulkarni
Param Vir Chakra,1995,170,War,6.7,52,Ashok Kaul,Saeed Jaffrey,Kulbhushan Kharbanda,Hema Malini
Aatank Hi Aatank,1995,155,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
Veergati,1995,166,"Action, Drama",5.7,"1,533",K.K. Singh,Salman Khan,Atul Agnihotri,Sudesh Berry
Guddu,1995,160,"Drama, Romance",4.2,"2,248",Prem Lalwani,Deepti Naval,Mukesh Khanna,Manisha Koirala
Ab Insaf Hoga,1995,125,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Prem,1995,167,"Action, Drama, Romance",4.1,220,Satish Kaushik,Sanjay Kapoor,Tabu,Deepak Tijori
Andolan,1995,165,"Action, Comedy, Drama",5,249,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
Gunehgar,1995,125,Drama,4.1,40,Vikram Bhatt,Atul Agnihotri,Ishrat Ali,Pooja Bhatt
Policewala Gunda,1995,146,"Action, Drama",5,55,Pappu Verma,Dharmendra,Reena Roy,Mamta Kulkarni
Gundaraj,1995,140,Action,4.2,345,Guddu Dhanoa,Ajay Devgn,Amrish Puri,Kajol
Haqeeqat,1995,166,"Action, Drama, Romance",4.6,321,Kuku Kohli,Ajay Devgn,Tabu,Aruna Irani
Akele Hum Akele Tum,1995,160,Drama,7,"4,780",Mansoor Khan,Aamir Khan,Manisha Koirala,Master Adil
Peda Rayudu,1995,165,"Action, Drama",7.2,543,Ravi Raja Pinisetty,Mohan Babu,Rajinikanth,Bhanupriya
Oh Darling Yeh Hai India,1995,160,Comedy,4.2,"1,582",Ketan Mehta,Shah Rukh Khan,Deepa Sahi,Javed Jaffrey
MaidanEJung,1995,155,"Action, Drama",4.3,530,K.C. Bokadia,Dharmendra,Akshay Kumar,Karisma Kapoor
Aazmayish,1995,147,"Action, Drama, Romance",5,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Hulchul,1995,152,"Action, Romance, Comedy",4.6,416,Anees Bazmee,Vinod Khanna,Ajay Devgn,Kajol
Hum Sab Chor Hain,1995,143,"Action, Drama, Romance",3.5,37,Ambrish Sangal,Jeetendra,Dharmendra,Kamal Sadanah
Zamaana Deewana,1995,162,"Action, Comedy, Drama",4.9,"1,925",Ramesh Sippy,Jeetendra,Shatrughan Sinha,Shah Rukh Khan
Hum Dono,1995,154,"Action, Comedy, Thriller",6.3,192,Shafi Inamdar,Rishi Kapoor,Nana Patekar,Pooja Bhatt
Paandav,1995,132,"Action, Drama",4.1,541,Raj N. Sippy,Akshay Kumar,Nandini,Prithvi
Angrakshak,1995,116,"Action, Romance",4.4,167,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt,Rami Reddy
Baazi,1995,183,"Action, Thriller, Crime",6.5,"2,248",Ashutosh Gowariker,Aamir Khan,Mamta Kulkarni,Paresh Rawal
The Morning Breeze,1995,89,Drama,7,243,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Seema Kelkar
Trimurti Bond of Three,1995,187,"Action, Drama",4.8,"2,516",Mukul Anand,Jackie Shroff,Anil Kapoor,Shah Rukh Khan
Chaand Kaa Tukdaa,1994,155,"Action, Comedy, Crime",4,603,Saawan Kumar Tak,Sridevi,Salman Khan,Anupam Kher
Suhaag,1994,145,"Action, Comedy, Drama",5.7,"1,755",Kuku Kohli,Ajay Devgn,Akshay Kumar,Karisma Kapoor
Ab To Aaja Saajan Mere,1994,127,"Drama, Romance",4,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Chauraha,1994,154,"Action, Crime, Drama",3.9,25,Sadaqat Hussein,Jeetendra,Jackie Shroff,Jaya Prada
Saboot Mangta Hain Kanoon,1994,144,"Action, Drama",3.4,8,Suraj Prakash,Raj Babbar,Anita Raj,Shashi Kapoor
Mammo,1994,130,Drama,7.7,406,Shyam Benegal,Farida Jalal,Surekha Sikri,Amit Phalke
Duet,1994,156,"Musical, Romance",6.5,276,K. Balachander,Prabhu,Ramesh Aravind,Meenakshi Sheshadri
1942 A Love Story,1994,157,"Action, Drama, History",7.2,"3,223",Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala
Andaz,1994,167,"Action, Comedy, Drama",4.4,402,David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor
Saajan Ka Ghar,1994,153,Drama,4.9,134,Surendra Kumar Bohra,Rishi Kapoor,Juhi Chawla,Deepak Tijori
Yaar Gaddar,1994,155,"Action, Drama",3.7,120,Umesh Mehra,Saif Ali Khan,Sweta,Somy Ali
Droh Kaal,1994,162,"Drama, Thriller",7.6,390,Govind Nihalani,Om Puri,Naseeruddin Shah,Mita Vashisht
Andaz Apna Apna,1994,160,"Action, Comedy, Romance",8.1,"50,810",Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon
Aag Aur Chingari,1994,133,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani
S P Parasuram,1994,140,"Action, Drama",5.7,98,Ravi Raja Pinisetty,Chiranjeevi,Sridevi,Harish
Amaanat,1994,140,"Action, Drama",4.7,552,Raj N. Sippy,Sanjay Dutt,Akshay Kumar,Heera Rajgopal
Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,5.7,10,Mahrukh Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar
Insaniyat,1994,180,"Action, Crime, Drama",3,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand
Kabhi Haan Kabhi Naa,1994,158,"Comedy, Drama, Music",7.8,"17,567",Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori
Seevalaperi Pandi,1994,114,"Action, Thriller",6.8,44,Prathap Pothen,Ahana,Napolean,R.P. Vishwam
Hum Hain Bemisaal,1994,145,"Action, Crime, Drama",4.8,586,Deepak Bahry,Deepak Bahry,Akshay Kumar,Sunil Shetty
Mohabbat Ki Arzoo,1994,146,"Action, Drama, Romance",5.3,45,K.C. Bokadia,Rishi Kapoor,Zeba Bakhtiar,Ashwini Bhave
Hum Aapke Hain Koun,1994,206,"Comedy, Drama, Musical",7.5,"19,669",Sooraj R. Barjatya,Madhuri Dixit,Salman Khan,Mohnish Bahl
Mohra,1994,177,"Action, Drama, Thriller",7,"7,623",Rajiv Rai,Akshay Kumar,Sunil Shetty,Raveena Tandon
Ikke Pe Ikka,1994,134,"Action, Comedy",3.6,631,Raj N. Sippy,Akshay Kumar,Shanti Priya,Prithvi
Vijaypath,1994,163,"Action, Drama, Romance",5,648,Farogh Siddique,Ajay Devgn,Tabu,Suresh Oberoi
Khuddar,1994,167,"Action, Drama, Thriller",5.1,330,Iqbal Durrani,Govinda,Karisma Kapoor,Shakti Kapoor
Imtihaan,1994,152,"Action, Drama, Romance",5.3,338,Harry Baweja,Sunny Deol,Saif Ali Khan,Raveena Tandon
In Custody,1994,126,"Comedy, Drama",7.1,348,Ismail Merchant,Shashi Kapoor,Shabana Azmi,Om Puri
Juaari,1994,184,"Action, Drama",3.1,34,Jagdish A. Sharma,Dharmendra,Arman Kohli,Shilpa Shirodkar
Dilwale,1994,172,"Action, Drama, Romance",5.7,"2,755",Harry Baweja,Ajay Devgn,Sunil Shetty,Raveena Tandon
Yeh Dillagi,1994,155,"Comedy, Drama, Musical",6,"4,348",Naresh Malhotra,Kajol,Akshay Kumar,Saif Ali Khan
Paramaatma,1994,152,"Action, Drama, Fantasy",6.5,47,Bapu,Mithun Chakraborty,Juhi Chawla,Amrish Puri
Mr Azaad,1994,123,"Action, Comedy, Drama",4.2,95,Rama Rao Tatineni,Anil Kapoor,Niki Walia,Ishrat Ali
Veera,1994,240,"Comedy, Romance",6.6,571,Suresh Krishna,Rajinikanth,Meena,Roja
Sangdil Sanam,1994,156,"Drama, Romance",4.2,522,Shomu Mukherjee,Anand Balraj,Beena Banerjee,Kishore Anand Bhanushali
Insaaf Apne Lahoo Se,1994,140,"Action, Drama",4.7,43,Latif Khan,Shatrughan Sinha,Sanjay Dutt,Shekhar Suman
Criminal,1994,123,"Action, Romance, Thriller",5.7,450,Mahesh Bhatt,Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan
Main Khiladi Tu Anari,1994,175,"Action, Comedy",6.5,"5,725",Sameer Malkan,Akshay Kumar,Saif Ali Khan,Shilpa Shetty Kundra
Dilbar,1994,138,"Drama, Romance",3.8,21,B. Krishna Rao,Mamta Kulkarni,Rishikesh Raj,Nawaz Khan
Laadla,1994,169,"Drama, Family",5.8,"1,158",Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
Aag,1994,139,"Action, Comedy, Drama",4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
Krantiveer,1994,159,"Action, Crime, Drama",7.4,"1,923",Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
Super Police,1994,95,"Action, Thriller",5.5,70,K. Muralimohana Rao,Ali,Brahmanandam,Chalapathi Rao
Aatish Feel the Fire,1994,155,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aranyaka,1994,90,Drama,6.5,50,Apurba Kishore Bir,Mohan Gokhale,Yagnaseni Jena,Sanjana Kapoor
Kanmani,1994,137,"Drama, Romance",3.7,7,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi
Madam X,1994,119,"Action, Crime, Drama",3.7,77,Deepak S. Shivdasani,Rekha,Mohsin Khan,Shakti Kapoor
Zid,1994,129,"Drama, Romance",4.7,18,Esmayeel Shroff,Jay Mehta,Raageshwari,Mala Sinha
Rakhwale,1994,135,Action,2.9,20,Sudharshan Lal,Mukesh Khanna,Aatish Devgan,Harsha Mehra
Kanoon,1994,104,"Action, Drama",3.1,135,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar
Teesra Kaun,1994,160,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
Jai Kishen,1994,129,"Action, Drama",5.1,623,Sunil Agnihotri,Akshay Kumar,Ayesha Jhulka,Chandni
Tejasvini,1994,169,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj
Naaraaz,1994,128,"Action, Crime, Drama",4.5,127,Mahesh Bhatt,Pooja Bhatt,Mithun Chakraborty,Atul Agnihotri
Gopi Kishan,1994,161,"Action, Comedy, Drama",5.5,814,Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar
